,assignments
SS2_19_340:L18_unique.bam,sens. neu.
SS2_19_340:L15_unique.bam,enteric neu.
SS2_19_340:L16_unique.bam,Hub
SS2_19_340:L20_unique.bam,none
SS2_19_340:L19_unique.bam,sens. neu.
SS2_19_340:L14_unique.bam,sens. neu.
SS2_19_340:L17_unique.bam,none
SS2_19_340:M2_unique.bam,Hub
SS2_19_340:L21_unique.bam,sens. neu.
SS2_19_340:L23_unique.bam,Hub
SS2_19_340:L24_unique.bam,Hub
SS2_19_340:M5_unique.bam,sens. neu.
SS2_19_340:M4_unique.bam,sens. neu.
SS2_19_340:M1_unique.bam,Hub
SS2_19_340:M3_unique.bam,Hub
SS2_19_340:M7_unique.bam,sens. neu.
SS2_19_340:M6_unique.bam,none
SS2_19_340:L22_unique.bam,sens. neu.
SS2_19_340:M9_unique.bam,none
SS2_19_340:M10_unique.bam,sens. neu.
SS2_19_340:M11_unique.bam,sens. neu.
SS2_19_340:M12_unique.bam,sens. neu.
SS2_19_340:M14_unique.bam,melanocytes
SS2_19_340:M15_unique.bam,Hub
SS2_19_340:M16_unique.bam,Hub
SS2_19_340:M18_unique.bam,sens. neu.
SS2_19_340:M17_unique.bam,Hub
SS2_19_340:M21_unique.bam,sens. neu.
SS2_19_340:M19_unique.bam,Hub
SS2_19_340:M22_unique.bam,Hub
SS2_19_340:M23_unique.bam,none
SS2_19_340:N4_unique.bam,sens. neu.
SS2_19_340:N3_unique.bam,sens. neu.
SS2_19_340:N1_unique.bam,Hub
SS2_19_340:N6_unique.bam,melanocytes
SS2_19_340:M20_unique.bam,Hub
SS2_19_340:N5_unique.bam,Hub
SS2_19_340:N9_unique.bam,sens. neu.
SS2_19_340:N7_unique.bam,sens. neu.
SS2_19_340:N8_unique.bam,Hub
SS2_19_340:N10_unique.bam,sens. neu.
SS2_19_340:N11_unique.bam,sens. neu.
SS2_19_340:N12_unique.bam,sens. neu.
SS2_19_340:N14_unique.bam,Hub
SS2_19_340:N15_unique.bam,Hub
SS2_19_340:N16_unique.bam,none
SS2_19_340:N17_unique.bam,Hub
SS2_19_340:N18_unique.bam,sens. neu.
SS2_19_340:N19_unique.bam,sens. neu.
SS2_19_340:N20_unique.bam,Hub
SS2_19_340:N22_unique.bam,sens. neu.
SS2_19_340:O4_unique.bam,none
SS2_19_340:O1_unique.bam,sens. neu.
SS2_19_340:O2_unique.bam,Hub
SS2_19_340:N24_unique.bam,sens. neu.
SS2_19_340:O5_unique.bam,Hub
SS2_19_340:N23_unique.bam,Hub
SS2_19_340:O7_unique.bam,sens. neu.
SS2_19_340:O8_unique.bam,Hub
SS2_19_340:N21_unique.bam,sens. neu.
SS2_19_340:O9_unique.bam,Hub
SS2_19_340:O11_unique.bam,sens. neu.
SS2_19_340:O3_unique.bam,none
SS2_19_340:O13_unique.bam,Hub
SS2_19_340:O10_unique.bam,none
SS2_19_340:O15_unique.bam,sens. neu.
SS2_19_340:O14_unique.bam,sens. neu.
SS2_19_340:O12_unique.bam,none
SS2_19_340:O16_unique.bam,BCC
SS2_19_340:O18_unique.bam,sens. neu.
SS2_19_340:O17_unique.bam,ChC
SS2_19_340:O23_unique.bam,Hub
SS2_19_340:O22_unique.bam,sens. neu.
SS2_19_340:P5_unique.bam,sens. neu.
SS2_19_340:P3_unique.bam,sens. neu.
SS2_19_340:P6_unique.bam,sens. neu.
SS2_19_340:P4_unique.bam,sens. neu.
SS2_19_340:P9_unique.bam,sens. neu.
SS2_19_340:P11_unique.bam,sens. neu.
SS2_19_340:P12_unique.bam,Hub
SS2_19_340:P10_unique.bam,sens. neu.
SS2_19_340:P15_unique.bam,sens. neu.
SS2_19_340:P17_unique.bam,Hub
SS2_19_340:P20_unique.bam,Hub
SS2_19_340:P19_unique.bam,sens. neu.
SS2_19_340:P21_unique.bam,Hub
SS2_19_340:P22_unique.bam,sens. neu.
SS2_19_340:P13_unique.bam,Hub
SS2_19_340:P18_unique.bam,Hub
SS2_19_340:P16_unique.bam,none
SS2_19_352:B4_unique.bam,Hub
SS2_19_352:B2_unique.bam,sens. neu.
SS2_19_352:A16_unique.bam,sens. neu.
SS2_19_352:A19_unique.bam,Hub
SS2_19_352:A22_unique.bam,sens. neu.
SS2_19_352:A18_unique.bam,sens. neu.
SS2_19_352:A10_unique.bam,Hub
SS2_19_352:A13_unique.bam,sens. neu.
SS2_19_352:A24_unique.bam,sens. neu.
SS2_19_352:A2_unique.bam,sens. neu.
SS2_19_352:A6_unique.bam,melanocytes
SS2_19_352:A4_unique.bam,sens. neu.
SS2_19_352:B3_unique.bam,sens. neu.
SS2_19_352:A23_unique.bam,Hub
SS2_19_352:A11_unique.bam,Hub
SS2_19_352:A1_unique.bam,sens. neu.
SS2_19_352:A17_unique.bam,sens. neu.
SS2_19_352:B12_unique.bam,sens. neu.
SS2_19_352:B18_unique.bam,sens. neu.
SS2_19_352:C2_unique.bam,Hub
SS2_19_352:B14_unique.bam,none
SS2_19_352:B21_unique.bam,Hub
SS2_19_352:B8_unique.bam,sens. neu.
SS2_19_352:B16_unique.bam,sens. neu.
SS2_19_352:C1_unique.bam,sens. neu.
SS2_19_352:C5_unique.bam,sens. neu.
SS2_19_352:C8_unique.bam,Hub
SS2_19_352:B20_unique.bam,melanocytes
SS2_19_352:B10_unique.bam,Hub
SS2_19_352:C7_unique.bam,Hub
SS2_19_352:C12_unique.bam,sens. neu.
SS2_19_352:C9_unique.bam,sens. neu.
SS2_19_352:C6_unique.bam,sens. neu.
SS2_19_352:C10_unique.bam,Hub
SS2_19_352:C11_unique.bam,Hub
SS2_19_352:C14_unique.bam,Hub
SS2_19_352:C20_unique.bam,Hub
SS2_19_352:C18_unique.bam,sens. neu.
SS2_19_352:C19_unique.bam,sens. neu.
SS2_19_352:C13_unique.bam,Hub
SS2_19_352:C15_unique.bam,Hub
SS2_19_352:C23_unique.bam,Hub
SS2_19_352:C16_unique.bam,Hub
SS2_19_352:D2_unique.bam,Hub
SS2_19_352:D3_unique.bam,Hub
SS2_19_352:D7_unique.bam,Hub
SS2_19_352:D4_unique.bam,Hub
SS2_19_352:D8_unique.bam,sens. neu.
SS2_19_352:C17_unique.bam,sens. neu.
SS2_19_352:D5_unique.bam,sens. neu.
SS2_19_352:C21_unique.bam,Hub
SS2_19_352:D1_unique.bam,sens. neu.
SS2_19_352:C24_unique.bam,Hub
SS2_19_352:D9_unique.bam,none
SS2_19_352:D12_unique.bam,none
SS2_19_352:D11_unique.bam,sens. neu.
SS2_19_352:D13_unique.bam,Hub
SS2_19_352:D18_unique.bam,ChC
SS2_19_352:D15_unique.bam,Hub
SS2_19_352:D21_unique.bam,Hub
SS2_19_352:E4_unique.bam,Hub
SS2_19_352:D22_unique.bam,melanocytes
SS2_19_352:D24_unique.bam,sens. neu.
SS2_19_352:D20_unique.bam,sens. neu.
SS2_19_352:D19_unique.bam,Hub
SS2_19_352:E2_unique.bam,Hub
SS2_19_352:E3_unique.bam,sens. neu.
SS2_19_352:D23_unique.bam,melanocytes
SS2_19_352:E7_unique.bam,none
SS2_19_352:E8_unique.bam,Hub
SS2_19_352:E5_unique.bam,Hub
SS2_19_352:E6_unique.bam,Hub
SS2_19_352:E12_unique.bam,none
SS2_19_352:E14_unique.bam,Hub
SS2_19_352:E13_unique.bam,Hub
SS2_19_352:E15_unique.bam,Hub
SS2_19_352:E10_unique.bam,Hub
SS2_19_352:E16_unique.bam,melanocytes
SS2_19_352:E17_unique.bam,sens. neu.
SS2_19_352:E20_unique.bam,melanocytes
SS2_19_352:E22_unique.bam,none
SS2_19_352:E23_unique.bam,sens. neu.
SS2_19_352:F3_unique.bam,Hub
SS2_19_352:F2_unique.bam,sens. neu.
SS2_19_352:F1_unique.bam,Hub
SS2_19_352:F10_unique.bam,melanocytes
SS2_19_352:F5_unique.bam,sens. neu.
SS2_19_352:F11_unique.bam,Hub
SS2_19_352:F6_unique.bam,sens. neu.
SS2_19_352:F12_unique.bam,sens. neu.
SS2_19_352:F13_unique.bam,none
SS2_19_352:F14_unique.bam,Hub
SS2_19_352:F8_unique.bam,sens. neu.
SS2_19_352:F7_unique.bam,Hub
SS2_19_352:F15_unique.bam,sens. neu.
SS2_19_352:F16_unique.bam,none
SS2_19_352:F19_unique.bam,Hub
SS2_19_352:F20_unique.bam,Hub
SS2_19_352:F18_unique.bam,Hub
SS2_19_352:F17_unique.bam,sens. neu.
SS2_19_352:F22_unique.bam,sens. neu.
SS2_19_352:F23_unique.bam,sens. neu.
SS2_19_352:G2_unique.bam,sens. neu.
SS2_19_352:F21_unique.bam,melanocytes
SS2_19_352:G1_unique.bam,melanocytes
SS2_19_352:G3_unique.bam,symp. neu.
SS2_19_352:G6_unique.bam,none
SS2_19_352:G5_unique.bam,sens. neu.
SS2_19_352:G4_unique.bam,Hub
SS2_19_352:G8_unique.bam,sens. neu.
SS2_19_352:G7_unique.bam,sens. neu.
SS2_19_352:G9_unique.bam,Hub
SS2_19_352:G12_unique.bam,sens. neu.
SS2_19_352:G10_unique.bam,Hub
SS2_19_352:G15_unique.bam,sens. neu.
SS2_19_352:G13_unique.bam,sens. neu.
SS2_19_352:G21_unique.bam,Hub
SS2_19_352:G14_unique.bam,sens. neu.
SS2_19_352:G22_unique.bam,sens. neu.
SS2_19_352:H2_unique.bam,sens. neu.
SS2_19_352:G24_unique.bam,Hub
SS2_19_352:G17_unique.bam,Hub
SS2_19_352:H1_unique.bam,Hub
SS2_19_352:G18_unique.bam,Hub
SS2_19_352:H3_unique.bam,sens. neu.
SS2_19_352:G20_unique.bam,sens. neu.
SS2_19_352:G19_unique.bam,sens. neu.
SS2_19_352:H5_unique.bam,sens. neu.
SS2_19_352:H4_unique.bam,none
SS2_19_352:H6_unique.bam,sens. neu.
SS2_19_352:H7_unique.bam,Hub
SS2_19_352:H12_unique.bam,Hub
SS2_19_352:H9_unique.bam,melanocytes
SS2_19_352:H11_unique.bam,none
SS2_19_352:H13_unique.bam,Hub
SS2_19_352:H14_unique.bam,none
SS2_19_352:H19_unique.bam,melanocytes
SS2_19_352:H16_unique.bam,melanocytes
SS2_19_352:H18_unique.bam,sens. neu.
SS2_19_352:H20_unique.bam,enteric neu.
SS2_19_352:I4_unique.bam,sens. neu.
SS2_19_352:I3_unique.bam,sens. neu.
SS2_19_352:H23_unique.bam,sens. neu.
SS2_19_352:I1_unique.bam,none
SS2_19_352:H24_unique.bam,Hub
SS2_19_352:I2_unique.bam,sens. neu.
SS2_19_352:I6_unique.bam,none
SS2_19_352:H17_unique.bam,sens. neu.
SS2_19_352:I8_unique.bam,sens. neu.
SS2_19_352:I9_unique.bam,none
SS2_19_352:I10_unique.bam,sens. neu.
SS2_19_352:I7_unique.bam,sens. neu.
SS2_19_352:I11_unique.bam,sens. neu.
SS2_19_352:I12_unique.bam,sens. neu.
SS2_19_352:I14_unique.bam,none
SS2_19_352:I13_unique.bam,sens. neu.
SS2_19_352:I16_unique.bam,sens. neu.
SS2_19_352:I17_unique.bam,sens. neu.
SS2_19_352:I18_unique.bam,Hub
SS2_19_352:I15_unique.bam,sens. neu.
SS2_19_352:I21_unique.bam,sens. neu.
SS2_19_352:I20_unique.bam,sens. neu.
SS2_19_352:I19_unique.bam,sens. neu.
SS2_19_352:J2_unique.bam,none
SS2_19_352:J3_unique.bam,ChC
SS2_19_352:I24_unique.bam,sens. neu.
SS2_19_352:J4_unique.bam,sens. neu.
SS2_19_352:J5_unique.bam,enteric neu.
SS2_19_352:J1_unique.bam,none
SS2_19_352:J10_unique.bam,sens. neu.
SS2_19_352:J7_unique.bam,Hub
SS2_19_352:J11_unique.bam,sens. neu.
SS2_19_352:J14_unique.bam,none
SS2_19_352:J8_unique.bam,sens. neu.
SS2_19_352:J15_unique.bam,Hub
SS2_19_352:J13_unique.bam,sens. neu.
SS2_19_352:J12_unique.bam,Hub
SS2_19_352:J16_unique.bam,Hub
SS2_19_352:J17_unique.bam,sens. neu.
SS2_19_352:J18_unique.bam,sens. neu.
SS2_19_352:J20_unique.bam,sens. neu.
SS2_19_352:J22_unique.bam,sens. neu.
SS2_19_352:J19_unique.bam,sens. neu.
SS2_19_352:J21_unique.bam,sens. neu.
SS2_19_352:J23_unique.bam,Hub
SS2_19_352:J24_unique.bam,sens. neu.
SS2_19_352:K2_unique.bam,none
SS2_19_352:K3_unique.bam,Hub
SS2_19_352:K1_unique.bam,sens. neu.
SS2_19_352:K8_unique.bam,sens. neu.
SS2_19_352:K9_unique.bam,sens. neu.
SS2_19_352:K10_unique.bam,Hub
SS2_19_352:K4_unique.bam,sens. neu.
SS2_19_352:K6_unique.bam,sens. neu.
SS2_19_352:K7_unique.bam,none
SS2_19_352:K14_unique.bam,Hub
SS2_19_352:K11_unique.bam,Hub
SS2_19_352:K13_unique.bam,sens. neu.
SS2_19_352:K12_unique.bam,melanocytes
SS2_19_352:K16_unique.bam,sens. neu.
SS2_19_352:K15_unique.bam,sens. neu.
SS2_19_352:K17_unique.bam,none
SS2_19_352:K19_unique.bam,Hub
SS2_19_352:K20_unique.bam,sens. neu.
SS2_19_352:K18_unique.bam,sens. neu.
SS2_19_352:K23_unique.bam,sens. neu.
SS2_19_352:K24_unique.bam,sens. neu.
SS2_19_352:L3_unique.bam,sens. neu.
SS2_19_352:L5_unique.bam,sens. neu.
SS2_19_352:L8_unique.bam,sens. neu.
SS2_19_352:L7_unique.bam,Hub
SS2_19_352:L9_unique.bam,Hub
SS2_19_352:L14_unique.bam,sens. neu.
SS2_19_352:L15_unique.bam,Hub
SS2_19_352:L10_unique.bam,Hub
SS2_19_352:L12_unique.bam,sens. neu.
SS2_19_352:L11_unique.bam,BCC
SS2_19_352:L22_unique.bam,Hub
SS2_19_352:L16_unique.bam,none
SS2_19_352:L18_unique.bam,sens. neu.
SS2_19_352:L19_unique.bam,sens. neu.
SS2_19_352:L17_unique.bam,sens. neu.
SS2_19_352:L23_unique.bam,sens. neu.
SS2_19_352:M1_unique.bam,Hub
SS2_19_352:M4_unique.bam,sens. neu.
SS2_19_352:M2_unique.bam,Hub
SS2_19_352:M8_unique.bam,none
SS2_19_352:M5_unique.bam,sens. neu.
SS2_19_352:M9_unique.bam,sens. neu.
SS2_19_352:M10_unique.bam,Hub
SS2_19_352:M11_unique.bam,Hub
SS2_19_352:M12_unique.bam,enteric neu.
SS2_19_352:M13_unique.bam,melanocytes
SS2_19_352:M14_unique.bam,Hub
SS2_19_352:M15_unique.bam,sens. neu.
SS2_19_352:M21_unique.bam,sens. neu.
SS2_19_352:M16_unique.bam,Hub
SS2_19_352:M20_unique.bam,Hub
SS2_19_352:N2_unique.bam,sens. neu.
SS2_19_352:N4_unique.bam,sens. neu.
SS2_19_352:N3_unique.bam,Hub
SS2_19_352:N1_unique.bam,sens. neu.
SS2_19_352:M18_unique.bam,none
SS2_19_352:N6_unique.bam,Hub
SS2_19_352:N7_unique.bam,enteric neu.
SS2_19_352:N8_unique.bam,sens. neu.
SS2_19_352:N10_unique.bam,Hub
SS2_19_352:N11_unique.bam,sens. neu.
SS2_19_352:N9_unique.bam,Hub
SS2_19_352:N14_unique.bam,sens. neu.
SS2_19_352:N12_unique.bam,sens. neu.
SS2_19_352:N16_unique.bam,none
SS2_19_352:N15_unique.bam,Hub
SS2_19_352:N17_unique.bam,sens. neu.
SS2_19_352:N18_unique.bam,sens. neu.
SS2_19_352:N20_unique.bam,sens. neu.
SS2_19_352:N19_unique.bam,sens. neu.
SS2_19_352:N21_unique.bam,none
SS2_19_352:O2_unique.bam,none
SS2_19_352:N23_unique.bam,sens. neu.
SS2_19_352:O4_unique.bam,sens. neu.
SS2_19_352:O5_unique.bam,Hub
SS2_19_352:O8_unique.bam,Hub
SS2_19_352:O7_unique.bam,none
SS2_19_352:O1_unique.bam,none
SS2_19_352:O9_unique.bam,symp. neu.
SS2_19_352:O6_unique.bam,Hub
SS2_19_352:O12_unique.bam,sens. neu.
SS2_19_352:O13_unique.bam,sens. neu.
SS2_19_352:O14_unique.bam,sens. neu.
SS2_19_352:O15_unique.bam,Hub
SS2_19_352:O16_unique.bam,none
SS2_19_352:O18_unique.bam,sens. neu.
SS2_19_352:O20_unique.bam,sens. neu.
SS2_19_352:O17_unique.bam,none
SS2_19_352:O21_unique.bam,melanocytes
SS2_19_352:O22_unique.bam,none
SS2_19_352:P1_unique.bam,sens. neu.
SS2_19_352:P2_unique.bam,sens. neu.
SS2_19_352:O24_unique.bam,sens. neu.
SS2_19_352:O23_unique.bam,sens. neu.
SS2_19_352:P6_unique.bam,symp. neu.
SS2_19_352:P3_unique.bam,sens. neu.
SS2_19_352:P5_unique.bam,sens. neu.
SS2_19_352:P11_unique.bam,melanocytes
SS2_19_352:P8_unique.bam,Hub
SS2_19_352:P10_unique.bam,Hub
SS2_19_352:P13_unique.bam,sens. neu.
SS2_19_352:P17_unique.bam,Hub
SS2_19_352:P12_unique.bam,sens. neu.
SS2_19_352:P18_unique.bam,none
SS2_19_352:P20_unique.bam,sens. neu.
SS2_19_352:P21_unique.bam,sens. neu.
SS2_19_352:P22_unique.bam,enteric neu.
SS2_19_352:P19_unique.bam,melanocytes
SS2_15_0085:A4_unique.bam,neural crest
SS2_15_0085:A5_unique.bam,neural crest
SS2_15_0085:A6_unique.bam,none
SS2_15_0085:A8_unique.bam,none
SS2_15_0085:A7_unique.bam,neural crest
SS2_15_0085:A9_unique.bam,neural crest
SS2_15_0085:A14_unique.bam,neural crest
SS2_15_0085:A10_unique.bam,none
SS2_15_0085:A13_unique.bam,none
SS2_15_0085:A15_unique.bam,neural crest
SS2_15_0085:A17_unique.bam,neural crest
SS2_15_0085:A20_unique.bam,neural crest
SS2_15_0085:A19_unique.bam,neural crest
SS2_15_0085:A21_unique.bam,neural crest
SS2_15_0085:A23_unique.bam,neural crest
SS2_15_0085:B2_unique.bam,neural crest
SS2_15_0085:B4_unique.bam,neural crest
SS2_15_0085:B6_unique.bam,neural crest
SS2_15_0085:B5_unique.bam,neural crest
SS2_15_0085:B7_unique.bam,neural crest
SS2_15_0085:B9_unique.bam,neural crest
SS2_15_0085:B12_unique.bam,neural crest
SS2_15_0085:B15_unique.bam,none
SS2_15_0085:B16_unique.bam,neural crest
SS2_15_0085:B20_unique.bam,neural crest
SS2_15_0085:B18_unique.bam,none
SS2_15_0085:B21_unique.bam,neural crest
SS2_15_0085:B23_unique.bam,neural crest
SS2_15_0085:C1_unique.bam,neural crest
SS2_15_0085:C4_unique.bam,neural crest
SS2_15_0085:C3_unique.bam,neural crest
SS2_15_0085:C6_unique.bam,mesenchyme
SS2_15_0085:C7_unique.bam,neural crest
SS2_15_0085:C12_unique.bam,neural crest
SS2_15_0085:C10_unique.bam,neural crest
SS2_15_0085:C11_unique.bam,neural crest
SS2_15_0085:C9_unique.bam,neural crest
SS2_15_0085:C13_unique.bam,neural crest
SS2_15_0085:C15_unique.bam,neural crest
SS2_15_0085:C16_unique.bam,neural crest
SS2_15_0085:C17_unique.bam,neural crest
SS2_15_0085:C21_unique.bam,none
SS2_15_0085:C22_unique.bam,none
SS2_15_0085:D2_unique.bam,neural crest
SS2_15_0085:D1_unique.bam,neural crest
SS2_15_0085:D4_unique.bam,neural crest
SS2_15_0085:D7_unique.bam,neural crest
SS2_15_0085:D10_unique.bam,neural crest
SS2_15_0085:D14_unique.bam,neural crest
SS2_15_0085:D15_unique.bam,neural crest
SS2_15_0085:D17_unique.bam,none
SS2_15_0085:D22_unique.bam,sens. neu.
SS2_15_0085:D23_unique.bam,mesenchyme
SS2_15_0085:E1_unique.bam,mesenchyme
SS2_15_0085:E5_unique.bam,neural crest
SS2_15_0085:E3_unique.bam,mesenchyme
SS2_15_0085:E10_unique.bam,none
SS2_15_0085:E13_unique.bam,neural crest
SS2_15_0085:E12_unique.bam,neural crest
SS2_15_0085:E14_unique.bam,neural crest
SS2_15_0085:E20_unique.bam,neural crest
SS2_15_0085:F2_unique.bam,neural crest
SS2_15_0085:F3_unique.bam,none
SS2_15_0085:F4_unique.bam,neural crest
SS2_15_0085:F5_unique.bam,neural crest
SS2_15_0085:F8_unique.bam,neural crest
SS2_15_0085:F7_unique.bam,none
SS2_15_0085:F10_unique.bam,neural crest
SS2_15_0085:F11_unique.bam,neural crest
SS2_15_0085:F12_unique.bam,neural crest
SS2_15_0085:F14_unique.bam,neural crest
SS2_15_0085:F17_unique.bam,neural crest
SS2_15_0085:F19_unique.bam,none
SS2_15_0085:F21_unique.bam,neural crest
SS2_15_0085:F23_unique.bam,neural crest
SS2_15_0085:G3_unique.bam,neural crest
SS2_15_0085:G5_unique.bam,none
SS2_15_0085:G6_unique.bam,sens. neu.
SS2_15_0085:G8_unique.bam,neural crest
SS2_15_0085:G9_unique.bam,neural crest
SS2_15_0085:G11_unique.bam,neural crest
SS2_15_0085:G13_unique.bam,neural crest
SS2_15_0085:G16_unique.bam,neural crest
SS2_15_0085:G22_unique.bam,neural crest
SS2_15_0085:H2_unique.bam,neural crest
SS2_15_0085:H1_unique.bam,neural crest
SS2_15_0085:H3_unique.bam,neural crest
SS2_15_0085:H7_unique.bam,neural crest
SS2_15_0085:H8_unique.bam,neural crest
SS2_15_0085:H9_unique.bam,neural crest
SS2_15_0085:H10_unique.bam,neural crest
SS2_15_0085:H12_unique.bam,neural crest
SS2_15_0085:H16_unique.bam,neural crest
SS2_15_0085:H17_unique.bam,none
SS2_15_0085:H22_unique.bam,none
SS2_15_0085:H21_unique.bam,neural crest
SS2_15_0085:I1_unique.bam,neural crest
SS2_15_0085:I2_unique.bam,neural crest
SS2_15_0085:I4_unique.bam,neural crest
SS2_15_0085:I5_unique.bam,neural crest
SS2_15_0085:I7_unique.bam,neural crest
SS2_15_0085:I8_unique.bam,neural crest
SS2_15_0085:I10_unique.bam,neural crest
SS2_15_0085:I11_unique.bam,neural crest
SS2_15_0085:I15_unique.bam,neural crest
SS2_15_0085:I16_unique.bam,neural crest
SS2_15_0085:I17_unique.bam,mesenchyme
SS2_15_0085:I19_unique.bam,neural crest
SS2_15_0085:I18_unique.bam,neural crest
SS2_15_0085:I20_unique.bam,none
SS2_15_0085:I21_unique.bam,sens. neu.
SS2_15_0085:J1_unique.bam,neural crest
SS2_15_0085:J2_unique.bam,neural crest
SS2_15_0085:J4_unique.bam,none
SS2_15_0085:J3_unique.bam,neural crest
SS2_15_0085:J5_unique.bam,neural crest
SS2_15_0085:J6_unique.bam,neural crest
SS2_15_0085:J7_unique.bam,neural crest
SS2_15_0085:J8_unique.bam,neural crest
SS2_15_0085:J9_unique.bam,none
SS2_15_0085:J14_unique.bam,none
SS2_15_0085:J15_unique.bam,none
SS2_15_0085:J16_unique.bam,neural crest
SS2_15_0085:J19_unique.bam,neural crest
SS2_15_0085:J20_unique.bam,none
SS2_15_0085:J21_unique.bam,neural crest
SS2_15_0085:J23_unique.bam,mesenchyme
SS2_15_0085:K1_unique.bam,neural crest
SS2_15_0085:K3_unique.bam,neural crest
SS2_15_0085:K6_unique.bam,none
SS2_15_0085:K4_unique.bam,neural crest
SS2_15_0085:K5_unique.bam,neural crest
SS2_15_0085:K7_unique.bam,sens. neu.
SS2_15_0085:K14_unique.bam,neural crest
SS2_15_0085:K13_unique.bam,neural crest
SS2_15_0085:K17_unique.bam,neural crest
SS2_15_0085:K18_unique.bam,mesenchyme
SS2_15_0085:L2_unique.bam,neural crest
SS2_15_0085:L1_unique.bam,none
SS2_15_0085:L4_unique.bam,none
SS2_15_0085:L7_unique.bam,neural crest
SS2_15_0085:L9_unique.bam,neural crest
SS2_15_0085:L10_unique.bam,neural crest
SS2_15_0085:L11_unique.bam,neural crest
SS2_15_0085:L12_unique.bam,sens. neu.
SS2_15_0085:L15_unique.bam,neural crest
SS2_15_0085:L14_unique.bam,neural crest
SS2_15_0085:L17_unique.bam,neural crest
SS2_15_0085:L19_unique.bam,neural crest
SS2_15_0085:L20_unique.bam,neural crest
SS2_15_0085:L23_unique.bam,neural crest
SS2_15_0085:M1_unique.bam,neural crest
SS2_15_0085:M6_unique.bam,mesenchyme
SS2_15_0085:M4_unique.bam,none
SS2_15_0085:M8_unique.bam,none
SS2_15_0085:M5_unique.bam,none
SS2_15_0085:M9_unique.bam,neural crest
SS2_15_0085:M10_unique.bam,neural crest
SS2_15_0085:M12_unique.bam,mesenchyme
SS2_15_0085:M14_unique.bam,neural crest
SS2_15_0085:M15_unique.bam,neural crest
SS2_15_0085:M16_unique.bam,neural crest
SS2_15_0085:M17_unique.bam,neural crest
SS2_15_0085:M20_unique.bam,neural crest
SS2_15_0085:M21_unique.bam,none
SS2_15_0085:M18_unique.bam,neural crest
SS2_15_0085:M22_unique.bam,neural crest
SS2_15_0085:N1_unique.bam,neural crest
SS2_15_0085:N4_unique.bam,neural crest
SS2_15_0085:N10_unique.bam,neural crest
SS2_15_0085:N15_unique.bam,none
SS2_15_0085:N13_unique.bam,neural crest
SS2_15_0085:N16_unique.bam,neural crest
SS2_15_0085:N18_unique.bam,none
SS2_15_0085:N17_unique.bam,neural crest
SS2_15_0085:N19_unique.bam,mesenchyme
SS2_15_0085:N21_unique.bam,neural crest
SS2_15_0085:N20_unique.bam,mesenchyme
SS2_15_0085:O2_unique.bam,neural crest
SS2_15_0085:O3_unique.bam,mesenchyme
SS2_15_0085:O6_unique.bam,none
SS2_15_0085:O8_unique.bam,neural crest
SS2_15_0085:O11_unique.bam,neural crest
SS2_15_0085:O9_unique.bam,neural crest
SS2_15_0085:O12_unique.bam,neural crest
SS2_15_0085:O13_unique.bam,neural crest
SS2_15_0085:O14_unique.bam,neural crest
SS2_15_0085:O17_unique.bam,neural crest
SS2_15_0085:O21_unique.bam,neural crest
SS2_15_0085:O19_unique.bam,neural crest
SS2_15_0085:P4_unique.bam,neural crest
SS2_15_0085:P5_unique.bam,neural crest
SS2_15_0085:P8_unique.bam,none
SS2_15_0085:P9_unique.bam,none
SS2_15_0085:P12_unique.bam,neural crest
SS2_15_0085:P14_unique.bam,none
SS2_15_0085:P13_unique.bam,neural crest
SS2_15_0085:P16_unique.bam,neural crest
SS2_15_0085:P18_unique.bam,neural crest
SS2_15_0085:P19_unique.bam,neural crest
SS2_15_0085:P21_unique.bam,none
SS2_15_0085:P22_unique.bam,neural crest
SS2_15_0086:A2_unique.bam,neural crest
SS2_15_0086:A3_unique.bam,neural crest
SS2_15_0086:A7_unique.bam,none
SS2_15_0086:A9_unique.bam,none
SS2_15_0086:A13_unique.bam,neural crest
SS2_15_0086:A10_unique.bam,neural crest
SS2_15_0086:A16_unique.bam,neural crest
SS2_15_0086:A21_unique.bam,neural crest
SS2_15_0086:A22_unique.bam,none
SS2_15_0086:A23_unique.bam,none
SS2_15_0086:B7_unique.bam,neural crest
SS2_15_0086:B10_unique.bam,none
SS2_15_0086:B12_unique.bam,neural crest
SS2_15_0086:B14_unique.bam,neural crest
SS2_15_0086:B18_unique.bam,none
SS2_15_0086:B19_unique.bam,mesenchyme
SS2_15_0086:B24_unique.bam,neural crest
SS2_15_0086:C3_unique.bam,neural crest
SS2_15_0086:C10_unique.bam,neural crest
SS2_15_0086:C12_unique.bam,neural crest
SS2_15_0086:C14_unique.bam,neural crest
SS2_15_0086:C17_unique.bam,neural crest
SS2_15_0086:C19_unique.bam,neural crest
SS2_15_0086:C24_unique.bam,none
SS2_15_0086:D1_unique.bam,neural crest
SS2_15_0086:D2_unique.bam,none
SS2_15_0086:D4_unique.bam,neural crest
SS2_15_0086:D3_unique.bam,none
SS2_15_0086:D5_unique.bam,neural crest
SS2_15_0086:D10_unique.bam,neural crest
SS2_15_0086:D11_unique.bam,none
SS2_15_0086:D12_unique.bam,neural crest
SS2_15_0086:D13_unique.bam,neural crest
SS2_15_0086:D15_unique.bam,neural crest
SS2_15_0086:D18_unique.bam,neural crest
SS2_15_0086:D20_unique.bam,neural crest
